Nº SAG,NOMBRE COMERCIAL ,APTITUD,SERIE,FORMULACIÓN (CÓDIGO),FORMULADO EN QUE SE BASA,INGREDIENTE ACTIVO EN QUE SE BASA,TOXICIDAD (CÓDIGO),TOXICIDAD PECES Y ALGAS,TOXICIDAD AVES,TOXICIDAD ABEJAS,INFLAMABLE,CORROSIVO,EXPLOSIVO,MODO DE ACCIÓN,TIPO DE PLAGUICIDA (NATURAL),REPRESENTANTE LEGAL,TITULAR AUTORIZACIÓN,FECHA PRIMERA AUTORIZACION,FECHA VENCIMIENTO,NORMA DE AUTORIZACION,SITUACION ,PAIS DE DESTINO (SOLO EXPORTACION)
1522,SORBA 050 EC,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Tóxico,No Tóxico,Ligeramente Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Ingestión,,Pedro Donoso Maslov,SYNGENTA S.A.,06/14/2000,06/14/2030,3670/1999,VIGENTE,
1525,VERTIMEC 018 EC,INSECTICIDA - ACARICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,II (Moderadamente Peligroso),Muy Tóxico,Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,Pedro Donoso Maslov,SYNGENTA S.A.,07/11/1995,07/11/2030,1178/1984,VIGENTE,N.A.
1529,PROTON 50 EC,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,II (Moderadamente Peligroso),Muy Tóxico,Moderadamente Tóxico,Altamente Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistémico, contacto e ingestión",,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,02/08/2000,08/02/2030,3670/1999,CANCELADO,
1530,CHLORPIRIFOS 50% WP,INSECTICIDA,1000 Insecticida,Polvo Mojable (WP),,,II (Moderadamente Peligroso),Tóxico,Ligeramente Tóxico,Altamente Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Contacto e inhalación,,FACUNDO GANIN,POINT INDUSTRIAL Y COMERCIAL CHILE S.A.,08/03/2000,08/03/2030,3670/1999,CANCELADO,
1533,MAGTOXIN GRÁNULO,INSECTICIDA,1000 Insecticida,Generador De Gas (GE),,,I a (Sumamente Peligroso),Tóxico,Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Fumigante,,"ALEX HERRERA ALARCÓN 
HÉCTOR MARTÍNEZ BENGOECHEA",DEGESCH DE CHILE LTDA.,08/16/2000,08/16/2030,3670/1999,VIGENTE,
1535,STORM PELLETS,RATICIDA,1000 Insecticida,Cebo (RB),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Peligroso,No Peligroso,No Peligroso,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Anticoagulante,,"Rubén Roca
Felipe Schneider
Patricio Couso 
Claudio Betanzo Greco",BASF CHILE S.A.,11/30/1995,11/26/2026,1178/1984,VIGENTE,
1541,SUNFIRE 240 SC,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Tóxico,Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,"Rubén Roca
Felipe Schneider
Patricio Couso 
Claudio Betanzo Greco",BASF CHILE S.A.,12/17/1996,12/17/2026,1178/1984,VIGENTE,
1546,MOSPILAN ,INSECTICIDA,1000 Insecticida,Polvo Soluble (PS),,,III (Poco Peligroso),Ligeramente Tóxico,Moderadamente Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,KAZUTAKA SHIBA,MITSUI & CO. (CHILE) LTDA.,04/19/2000,08/23/2027,3670/1999,VIGENTE,
1547,PUNTO 70 WP,INSECTICIDA,1000 Insecticida,Polvo Mojable (WP),,,III (Poco Peligroso),Prácticamente No Tóxico,Moderadamente Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico  ,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,12/26/1997,02/15/2027,1178/1984,VIGENTE,
1555,SEVIN XLR PLUS 480 SC,INSECTICIDA - FITORREGULADOR,1000 Insecticida,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Tóxico,Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, ingestión y raleador químico",,MAURICIO SÁNCHEZ GONZÁLEZ,KERLEY LATINOAMERICANA LIMITADA,08/11/1998,08/11/2028,1178/1984,VIGENTE,
1558,TRIPLEX 600 SC,ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Moderadamente Tóxico,Ligeramente Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,08/21/1998,08/21/2028,1178/1984,VIGENTE,
1559,PUNTO 70 DS,INSECTICIDA,1000 Insecticida,Polvo Dispersable Para Tratamiento De Semillas (WS),,,III (Poco Peligroso),Prácticamente No Tóxico,Moderadamente Tóxico,Moderadamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico  ,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,09/14/1998,02/07/2027,1178/1984,VIGENTE,
1560,SUCCESS  48,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Neurotóxico,,Jorge Andrés Grau Nuñez,AGRO CORTEVA CHILE S.A,10/26/1998,10/26/2028,1178/1984,VIGENTE,
1565,INSEGAR 25 WG,INSECTICIDA,1000 Insecticida,Granulado Dispersable (WG),,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,Prácticamente No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, ingestión y translaminar",,Pedro Donoso Maslov,SYNGENTA S.A.,09/14/2000,09/14/2030,3670/1999,VIGENTE,
1567,ZERO 5 EC,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,II (Moderadamente Peligroso),Extremadamente Tóxico,Prácticamente No Tóxico,Altamente Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, ingestión y repelencia",,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,01/04/1999,01/04/2029,1178/1984,VIGENTE,
1578,REGENT 250 FS,INSECTICIDA,1000 Insecticida,Suspensión Concentrada Para Tratamiento De Semillas (FS),,,II (Moderadamente Peligroso),Muy Tóxico,Prácticamente No Tóxico,Muy Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,"Vicente Bravo Palma
",BAYER S.A.,08/03/1999,10/23/2027,1178/1984,VIGENTE,
1581,IMIDAN 70 WP,INSECTICIDA,1000 Insecticida,Polvo Mojable (WP),,,II (Moderadamente Peligroso),Tóxico,Ligeramente Tóxico,No Indica,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,"Rubén Roca, Felipe Schneider, Patricio Couso o Claudio Betanzo Greco",BASF CHILE S.A.,02/11/1999,03/15/2027,1178/1984,VIGENTE,
1582,KARATE CON TECNOLOGIA ZEON,INSECTICIDA,1000 Insecticida,Suspensión De Encapsulado (CS),,,II (Moderadamente Peligroso),Muy Tóxico,No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, ingestión, repelente y antialimentario",,Pedro Donoso Maslov,SYNGENTA S.A.,03/02/1999,09/05/2028,1178/1984,VIGENTE,
1584,CLARTEX +R,MOLUSQUICIDA,1000 Insecticida,Granulado (GR),,,IV (Productos Que Normalmente No Ofrecen Peligro),Ligeramente Tóxico,Moderadamente Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,03/05/1999,03/05/2029,1178/1984,VIGENTE,
1586,MALATHION 57 EC,INSECTICIDA - ACARICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,II (Moderadamente Peligroso),Muy Tóxico,Prácticamente No Tóxico,Altamente Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,03/11/1999,05/03/2027,1178/1984,CANCELADO,
1589,CRUISER 70 WS,INSECTICIDA,1000 Insecticida,Polvo Dispersable Para Tratamiento De Semillas (WS),,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,Moderadamente Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistémico, de contacto y estomacal",,Pedro Donoso Maslov,SYNGENTA S.A.,04/23/2002,04/23/2027,3670/1999,VIGENTE,
1591,DIAZOL 50 EW ,INSECTICIDA,1000 Insecticida,Emulsión Aceite En Agua (EW),,,II (Moderadamente Peligroso),Extremadamente Tóxico,Extremadamente Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, estomacal y respiratorio",,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,11/29/2005,11/29/2030,3670/1999,VIGENTE,
1593,ACTARA 25 WG,INSECTICIDA,1000 Insecticida,Granulado Dispersable (WG),,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistémico, de contacto e ingestión",,Pedro Donoso Maslov,SYNGENTA S.A.,07/20/2002,07/20/2027,3670/1999,VIGENTE,
1595,FORCE 3 GR,INSECTICIDA,1000 Insecticida,Granulado (GR),,,III (Poco Peligroso),Muy Tóxico,Prácticamente No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, ingestión y vía gaseosa",,Pedro Donoso Maslov,SYNGENTA S.A.,09/02/1999,09/21/2027,1178/1984,VIGENTE,
1602,CARPOVIRUSINE,INSECTICIDA BIOLÓGICO,1000 Insecticida,Suspensión Concentrada (SC),,,III (Poco Peligroso),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Ingestión,Biológico microbiano,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,11/22/2001,11/22/2026,3670/1999,VIGENTE,
1614,GAUCHO 600 FS,INSECTICIDA,1000 Insecticida,Suspensión Concentrada Para Tratamiento De Semillas (FS),,,II (Moderadamente Peligroso),Tóxico,Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,"Vicente Bravo Palma
",BAYER S.A.,08/29/2000,12/28/2026,3670/1999,VIGENTE,
1615,RIMON 10 EC,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,09/14/2000,08/11/2028,3670/1999,VIGENTE,
1616,PYRINEX 25 CS,INSECTICIDA,1000 Insecticida,Suspensión De Encapsulado (CS),,,III (Poco Peligroso),Tóxico,Moderadamente Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, ingestión e inhalación",,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,10/25/2000,03/11/2028,3670/1999,CANCELADO,
1618,RUFAST 75 EW,INSECTICIDA - ACARICIDA,1000 Insecticida,Emulsión Aceite En Agua (EW),,,III (Poco Peligroso),Tóxico,Moderadamente Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,"FABIO RICARDO MORETTO 
LUIS GONZALO VIOLLIER SALAS",FMC QUÍMICA CHILE LTDA.,01/12/2001,09/26/2027,3670/1999,VIGENTE,NO APLICA
1620,TREBON ,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,No Tóxico,No Indica,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto y estomacal,,SHINNOSUKE ONO,SUMMIT AGRO CHILE SpA.,03/12/2001,01/11/2028,3670/1999,VIGENTE,
1621,TRI-FORM,NEMATICIDA,1000 Insecticida,Otro Líquido (AL),,,I a (Sumamente Peligroso),Tóxico,Tóxico,Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Fumigante,,Jason Pierce,TRICAL SUDAMÉRICA S.A.,05/16/2004,05/16/2029,2054/1995,VIGENTE,
1622,TRI-CLOR,FUNGICIDA - BACTERICIDA,1000 Insecticida,Otro Líquido (AL),,,I a (Sumamente Peligroso),Tóxico,No Indica,No Indica,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,FUMIGANTE,,Jason Pierce,TRICAL SUDAMÉRICA S.A.,05/16/2004,05/16/2029,2054/1995,VIGENTE,
1624,PUNTO 35 SC,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Prácticamente No Tóxico,Moderadamente Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico  ,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,08/03/2001,08/03/2031,3670/1999,VIGENTE,
1626,ACRAMITE 50 WP,ACARICIDA ,1000 Insecticida,Polvo Mojable (WP),,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,Moderadamente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,09/24/2001,09/24/2026,3670/1999,VIGENTE,
1628,TRI - BROM,FUMIGANTE,1000 Insecticida,Gas  (GA),,,I a (Sumamente Peligroso),Tóxico,Tóxico,Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Fumigante,,Jason Pierce,TRICAL SUDAMÉRICA S.A.,12/14/2001,12/14/2026,3670/1999,VIGENTE,
1630,ULTRASPRAY,INSECTICIDA - ACARICIDA,1000 Insecticida,Concentrado Emulsionable (EC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,01/03/2002,01/03/2027,3670/1999,VIGENTE,
1631,KANEMITE 15 SC,ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Baja Toxicidad,Prácticamente No Tóxico,No Indica,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,09/26/2003,09/26/2028,3670/1999,VIGENTE,
1632,NEMACUR 240 CS,NEMATICIDA,1000 Insecticida,Suspensión De Encapsulado (CS),,,II (Moderadamente Peligroso),Tóxico,Altamente Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y de contacto,,RAÚL LUNA CATALÁN,ACRES S.A.,03/14/2002,03/14/2027,3670/1999,VIGENTE,
1635,"MONARCA 112,5 SE",INSECTICIDA,1000 Insecticida,Suspo-Emulsión (SE),,,II (Moderadamente Peligroso),Tóxico,Poco Tóxico,Poco Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y contacto,,Vicente Bravo Palma,BAYER S.A.,04/12/2002,04/12/2027,3670/1999,VIGENTE,
1639,METAREX SD,MOLUSQUICIDA,1000 Insecticida,Cebo (RB),,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,Ligeramente Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,RAÚL LUNA CATALÁN,RAÚL ALEJANDRO LUNA CATALÁN,05/17/2002,05/17/2027,3670/1999,VIGENTE,
1641,POLISULFURO 29,INSECTICIDA - ACARICIDA - FUNGICIDA,1000 Insecticida,Concentrado Soluble (SL),,,II (Moderadamente Peligroso),Tóxico,No Tóxico,Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Contacto,,FRANCISCO AGUILERA CHÁVEZ,BRENNTAG CHILE COMERCIAL E INDUSTRIAL LTDA.,07/01/2002,07/01/2027,3670/1999,VIGENTE,
1642,F-GAS,INSECTICIDA - ACARICIDA,1000 Insecticida,Gas  (GA),,,I a (Sumamente Peligroso),Tóxico,Tóxico,Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Fumigante,,FRANZISKUS HORN FEJA,FOSFOQUIM S.A.,07/25/2002,07/25/2027,3670/1999,VIGENTE,
1644,RUGBY 200 CS,"NEMATICIDA - INSECTICIDA
",1000 Insecticida,Suspensión De Encapsulado (CS),,,II (Moderadamente Peligroso),Ligeramente Tóxico,Ligeramente Tóxico,Ligeramente Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,"FABIO RICARDO MORETTO 
",FMC QUÍMICA CHILE LTDA.,09/11/2002,09/11/2027,3670/1999,VIGENTE,
1646,CRYOLITE 96,INSECTICIDA,1000 Insecticida,Polvo Mojable (WP), , ,IV (Productos Que Normalmente No Ofrecen Peligro),Ligeramente Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Ingestión,,DANIEL ROWLANDS BERGER,GOWAN CHILE SpA,11/12/2002,11/12/2027,3670/1999,VIGENTE, 
1647,BEMISTOP,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),NO APLICA,,III (Poco Peligroso),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,Químico Natural,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,10/07/2008,10/07/2028,3670/1999,VIGENTE,
1650,NATURALIS  L,INSECTICIDA,1000 Insecticida,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,Biológico microbiano,GUILLERMO GABRIEL PINTO,NUTRIEN AG SOLUTIONS CHILE S.A.,12/30/2002,12/30/2027,3670/1999,VIGENTE,
1653,MASTER 25 CS,INSECTICIDA,1000 Insecticida,Suspensión De Encapsulado (CS),,,III (Poco Peligroso),Tóxico,Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, ingestión e inhalación",,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,02/19/2003,02/19/2028,3670/1999,CANCELADO,
1654,RAISAN 50,FUMIGANTE,1000 Insecticida,Concentrado Soluble (SL),,,II (Moderadamente Peligroso),Tóxico,Tóxico,No Tóxico,NO INFLAMABLE,"CORROSIVO AL ZINC, COBRE Y LATON",NO EXPLOSIVO,Fumigante,,Lilianette Droguett,TERRAMASTER LTDA.,02/19/2003,02/19/2028,3670/1999,VIGENTE,
1655,DETIA RATICIDA BLOQUES,RATICIDA,1000 Insecticida,Cebo (RB),,,I b (Muy Peligroso),Tóxico,Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Anticoagulante,,"ALEX HERRERA ALARCÓN 
HÉCTOR MARTÍNEZ BENGOECHEA",DEGESCH DE CHILE LTDA.,03/26/2003,03/26/2028,3670/1999,VIGENTE,
1656,DETIA RATICIDA GRANULO,RATICIDA,1000 Insecticida,Cebo (RB),,,I b (Muy Peligroso),Tóxico,Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Anticoagulante,,"ALEX HERRERA ALARCÓN 
HÉCTOR MARTÍNEZ BENGOECHEA",DEGESCH DE CHILE LTDA.,03/26/2003,03/26/2028,3670/1999,VIGENTE,
1657,DETIA RATICIDA PELLETS,RATICIDA,1000 Insecticida,Cebo (RB),,,I b (Muy Peligroso),Tóxico,Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Anticoagulante,,"ALEX HERRERA ALARCÓN 
HÉCTOR MARTÍNEZ BENGOECHEA",DEGESCH DE CHILE LTDA.,03/26/2003,03/26/2028,3670/1999,VIGENTE,
1658,DETIA RATICIDA TABLETAS,RATICIDA,1000 Insecticida,Cebo (RB),,,I b (Muy Peligroso),Tóxico,Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Anticoagulante,,"ALEX HERRERA ALARCÓN 
HÉCTOR MARTÍNEZ BENGOECHEA",DEGESCH DE CHILE LTDA.,03/26/2003,03/26/2028,3670/1999,VIGENTE,
1659,DAZITOL,NEMATICIDA - FUNGICIDA,1000 Insecticida,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto y repelencia,Químico natural,Roberto Barteau Vásquez,ADAMA CHILE S.A.,03/27/2003,03/27/2028,3670/1999,VIGENTE,
1660,CALYPSO 480 SC,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,III (Poco Peligroso),Ligeramente Tóxico,No Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistémico, de contacto e ingestión",,Vicente Bravo Palma,BAYER S.A.,06/24/2003,08/20/2028,3670/1999,VIGENTE,
1662,CONFIDOR FORTE 200 SL,INSECTICIDA,1000 Insecticida,Concentrado Soluble (SL),,,III (Poco Peligroso),Tóxico,No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistémico, de contacto e ingestión",,Vicente Bravo Palma,BAYER S.A.,06/27/2003,06/27/2028,3670/1999,VIGENTE,
1663,TALSTAR 10 EC,INSECTICIDA - ACARICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,II (Moderadamente Peligroso),Nocivo,Prácticamente No Tóxico,Altamente Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,FABIO RICARDO MORETTO ,FMC QUÍMICA CHILE LTDA.,07/29/2003,07/29/2028,3670/1999,VIGENTE,
1664,MILBEKNOCK,ACARICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,No Tóxico,No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,Martín Merino Lara,SUMMIT AGRO CHILE SpA.,05/12/2004,05/12/2029,3670/1999,VIGENTE,
1665,DIAZINON 600 EC,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,II (Moderadamente Peligroso),Muy Tóxico,Extremadamente Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, estomacal y respiratoria",,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,10/13/2003,10/13/2028,3670/1999,VIGENTE,
1667,NUMEK,INSECTICIDA - ACARICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,II (Moderadamente Peligroso),Tóxico,Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,12/11/2003,12/11/2028,3670/1999,VIGENTE,
1668,PROTEK,INSECTICIDA - ACARICIDA,1000 Insecticida,Concentrado Emulsionable (EC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,Químico Natural,GUILLERMO GABRIEL PINTO,NUTRIEN AG SOLUTIONS CHILE S.A.,08/14/2012,08/14/2027,3670/1999,VIGENTE,
1669,BIRD SHIELD,REPELENTE PARA AVES,1000 Insecticida,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),Ligeramente Tóxico,Prácticamente No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Repelente,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,04/06/2005,04/06/2030,3670/1999,VIGENTE,
1670,AGROCELHONE NE,INSECTICIDA - NEMATICIDA - FUNGICIDA - BACTERICIDA,1000 Insecticida,Concentrado Emulsionable (EC),,,I a (Sumamente Peligroso),Tóxico,Tóxico,Tóxico,INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Contacto,,MONICA SNATALICES ARUFE,APABLAZA Y SANTALICES LIMITADA,02/03/2004,02/03/2029,3670/1999,VIGENTE,
1671,ZORO,INSECTICIDA,1000 Insecticida,Suspensión De Encapsulado (CS),,,IV (Productos Que Normalmente No Ofrecen Peligro),Extremadamente Tóxico,Baja Peligrosidad,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,"FABIO RICARDO MORETTO 
",FMC QUÍMICA CHILE LTDA.,02/06/2004,02/06/2029,3670/1999,VIGENTE,
1674,RUGBY 10 G,NEMATICIDA - INSECTICIDA,1000 Insecticida,Granulado (GR),,,II (Moderadamente Peligroso),Altamente Tóxico,Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,"FABIO RICARDO MORETTO 
",FMC QUÍMICA CHILE LTDA.,04/27/2004,04/27/2029,3670/1999,VIGENTE,
1676,CHESS 50 WG,INSECTICIDA,1000 Insecticida,Granulado Dispersable (WG),,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Muy Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Pedro Donoso Maslov,SYNGENTA S.A.,05/14/2004,05/14/2029,3670/1999,VIGENTE,
